id,Tweet,polarity,subjectivity
45,"b""@DaddyPobbin @dmcbfs Reform is essential in all systems people don't realise how much reform has taken place in rec\xe2\x80\xa6 https://t.co/OLAEzKAaBe""",0.1,0.25
46,b'RT @charlesmilander: Apple-branded headphones could arrive this year     \xe2\x80\x93 CNET\nhttps://t.co/Sk9PmyTc2b #charlesmilander #Entrepreneur #nyc\xe2\x80\xa6',0.0,0.0
47,"b'RT @LucaGCastellin: Ma come si fa a perdere un\'occasione del genere?\n\nPresentazione del volume ""Il demone della politica"" di Mario Tronti\xe2\x80\xa6'",0.0,0.0
48,b'RT @PhysicsVideo: 8 bit Mario 3D chalk art https://t.co/DoyrP7shxH',0.0,0.0
49,"b'RT @jimmyjairala: 15% de 1.840 contratos adjudicados a 4 Grupos de constructores, de los 130 contratistas que han ganado licitaciones. Dond\xe2\x80\xa6'",0.0,0.0
50,b'Mario est de nouveau plombier ! https://t.co/clvQ3HuKOx https://t.co/7PNbbbCkaL',0.0,0.0
51,b'RT @FootyAccums: The midfielders Germany are taking to the World Cup. \n\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mesut \xc3\x96zil\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Julian Draxler\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Marco Reus\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mario G\xc3\xb6tze\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Tho\xe2\x80\xa6',0.0,0.0
52,b'RT @RdosBananas: El Bullying https://t.co/aBUvYzZg4z',0.0,0.0
53,b'@Fabian_Zumbado Mario Kempes?',0.0,0.0
54,b'RT @FootyAccums: The midfielders Germany are taking to the World Cup. \n\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mesut \xc3\x96zil\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Julian Draxler\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Marco Reus\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mario G\xc3\xb6tze\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Tho\xe2\x80\xa6',0.0,0.0
55,"b""RT @warnermusiclat: It's a very special day today - it's @mariobautista_'s BIRTHDAY \xf0\x9f\x8e\x88\xf0\x9f\x8e\x81\xf0\x9f\x8e\x89 Felicidades Mario - que este d\xc3\xada sea especial. Te q\xe2\x80\xa6""",0.4642857142857143,0.7428571428571429
56,"b""RT @mustafarmagan: \xc3\x87anakkale'de Rezalet!\n\n\xc5\x9eehitlerimizin kemiklerini s\xc4\xb1zlatt\xc4\xb1lar...\nSultan Abd\xc3\xbclhamid'in yapt\xc4\xb1rd\xc4\xb1\xc4\x9f\xc4\xb1, \xc3\x87anakkale Sava\xc5\x9flar\xc4\xb1 s\xc4\xb1\xe2\x80\xa6""",0.0,0.0
57,b'RT @mariobautista_: Hola soy Mario Bautista tengo 22 a\xc3\xb1os de edad soy de la Ciudad de M\xc3\xa9xico \n\nY si alguien les dice que los sue\xc3\xb1os no se h\xe2\x80\xa6',0.0,0.0
58,"b'RT @SuperMarioFact: As referenced throughout Super Paper Mario, a Game Over for Mario franchise characters is their equivalent of death, as\xe2\x80\xa6'",-0.033333333333333354,0.5333333333333333
59,"b'@EricVBailey my favorite how in both of those debates, no one really cares that Wario Land is Super Mario Land 3.'",0.3444444444444444,0.6222222222222222
60,b'RT @GoodNorv: Mario Addison\xe2\x80\x99s contract looking like a steal https://t.co/9upqoM3b94',0.0,0.0
61,"b'Sesungguhnya, engkau orang hebat yang terkadang bersedih karena tidak menyadari kehebatannya sendiri - Mario Teguh'",0.0,0.0
62,b'@mariobautista_ Feliz cumple Mario alverto bautista Gil \xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98',0.0,0.0
63,b'RT @valeria9514: Amiche chiamasi assuefazione mario serpa cicci serpiko #clario https://t.co/atgxuKjwpJ',0.0,0.0
64,b'RT @MakeUpGlams: RT TO WIN: Morphe 9C Palette + Mario Badescu Cucumber Tonic Mask\n\n\xe2\x9c\xa8must be following me &amp; @CIothesPorn to win\xe2\x9c\xa8 https://t.c\xe2\x80\xa6',0.4,0.25
65,b'Dato: El cap\xc3\xadtulo de ayer de Dragon Ball Super no solo fue el cap\xc3\xadtulo donde Goku se mostraba m\xc3\xa1s imponente que nun\xe2\x80\xa6 https://t.co/qaBhKgVpyY',0.3333333333333333,0.6666666666666666
66,"b'RT @Aftasher: Esta noche habr\xc3\xa1 @YaTeDigoPodcast a las 9pm, nos acompa\xc3\xb1a @urovoros de 2012 https://t.co/VaCou9G2G6 https://t.co/KTX2DrIUi6'",0.0,0.0
67,"b""I just remembered that the first tweet you'll probably see when you go to my profile is a Hotel Mario Minato pictur\xe2\x80\xa6 https://t.co/ESDI8GcXPQ""",0.25,0.3333333333333333
68,b'RT @fixeouqdred: Nomes de gajos que n\xc3\xa3o s\xc3\xa3o lixo: \nPedro\nM\xc3\xa1rio \nFrancisco \nRub\xc3\xa9n \nTom\xc3\xa1s \nMiguel \nJo\xc3\xa3o \nTiago \nGon\xc3\xa7alo \nLouren\xc3\xa7o',0.0,0.0
69,b'RT @FootyAccums: The midfielders Germany are taking to the World Cup. \n\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mesut \xc3\x96zil\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Julian Draxler\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Marco Reus\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mario G\xc3\xb6tze\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Tho\xe2\x80\xa6',0.0,0.0
70,"b""Piq\xc3\xbbre de rappel : D&amp;M sur Paper Mario 2. Ici. Dans mon bureau. Now. Faut qu'on parle.\n\nhttps://t.co/ZBthLXf6ix""",0.0,0.0
71,b'MARIO SUNSHINE #2 (100%) - Best Water Graphics Ever [W.E.T.]\n#SuperMarioSunshine #letsplay #GameCube #WET https://t.co/LVpEZi04Uy',0.45,0.35
72,b'@Hunter138san Super Mario All Star?',0.3333333333333333,0.6666666666666666
73,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/WVHvOsXthy',0.0,0.0
74,"b""LUIGI CAN'T EVEN FIND THESE BALLOONS - SUPER MARIO ODYSSEY\nhttps://t.co/XfAsZApnu2\n#supermarioodyssey #marioodyssey\xe2\x80\xa6 https://t.co/c3JGsAD6aN""",0.3333333333333333,0.6666666666666666
75,"b""RT @Josuke_eng: BABE I'M COMING!!!\n\nBABE I'M COMING \n\nBABE I'M COMING!!!!!\n\n[Passes Okuyasu in Mario Kart]""",0.0,0.0
76,b'@Mario_Flores_H @adan_ulrich Ya cuelen mmvs! https://t.co/Cwju6ZKnrD',0.0,0.0
77,"b'RT @PrefecturGuayas: ""En la historia de la provincia, nunca ha habido tan alta inversi\xc3\xb3n en carreteras"" dijo el prefecto @jimmyjairala sobr\xe2\x80\xa6'",0.0,0.0
78,"b'Idk why everyone thinks im unsuccessful, i just won the leaf cup on Mario Kart'",0.0,0.0
79,b'RT @ACPocketNews: Who\xe2\x80\x99s ready for Super Mario themed items in Animal Crossing: Pocket Camp? Expect them to arrive soon. #PocketCamp #MAR10\xe2\x80\xa6',0.26666666666666666,0.5833333333333333
80,b'I liked a @YouTube video https://t.co/NMyINGRKmg Super Mario Bros. 3 Randomizer | Part 9: STUCK IN THE WALL!',0.5083333333333333,0.7333333333333334
81,b'@EdgarBanuel0s It\xe2\x80\x99s funnier cause it was mario \xf0\x9f\x98\x82',0.0,0.0
82,b'@heyyo52 @ninertoby I got GBA4iOS on my phone #MARIO #Zelda',0.0,0.0
83,"b'RT @NANCYPAZOS: Mario Abed, intendente de Luj\xc3\xa1n (Mendoza) construye casas con material reciclado que cuestan $440 mil @sergiobergman jam\xc3\xa1s\xe2\x80\xa6'",0.0,0.0
84,b'RT @yisucrist: inkreibles los nuevos gr\xc3\xa1ficos del super mario kart https://t.co/pUce95beJC',0.3333333333333333,0.6666666666666666
85,b'@Mario_Nation epi yap kompare de mizik yo ui souple smh',0.0,0.0
86,b'RT @MarkDiStef: *mario sfx* boop-booop-booop-boop https://t.co/p3ELF4Pa4Z',0.0,0.0
87,b'@Mario_Tarquinio THAT WAS RLY HARD BC THERE ARE SO MANY BOPS',0.10416666666666666,0.5208333333333333
88,"b'Bu y\xc4\xb1l Sosa olsayd\xc4\xb1, Negredo en az Mario Gomez kadar etkili olurdu. Atiba yerine Atiba ayar\xc4\xb1nda daha gen\xc3\xa7 bir oyunc\xe2\x80\xa6 https://t.co/b6HDEqXTnC'",0.0,0.0
89,b'RT @namahamu__000: \xe6\xb0\x97\xe3\x81\xab\xe5\x85\xa5\xe3\x82\x89\xe3\x81\xaa\xe3\x81\x84\xe3\x81\xaa\xe3\x80\x82 https://t.co/QVvX4dFO1q',0.0,0.0
90,b'RT @Ale_Meridaa: Feliz #DiaDeLaFamilia a la mejor familia de #Multimedios LOS AMO! \xf0\x9f\x92\x9f\xe2\x9c\x94 @ArelyTellez @gabyramiirezz @CantaValeria @_Cinthhya\xe2\x80\xa6',0.0,0.0
91,b'@percy_vaughan \xc2\xa1Muy poco aire veo en esos anaqueles! \xc2\xa1Tienes esos libros CONSTRE\xc3\x91IDOS!',0.0,0.0
92,"b'Bukan kurangnya pengetahuan yang menghalangi keberhasilan, tetapi tidak cukupnya tindakan. Dan bukan kurang cerdasn\xe2\x80\xa6 https://t.co/RZPjlebYgk'",0.0,0.0
93,b'Super Mario Bros. | Part 7 - QUIT OR VICTORY (END) | Jich &amp; Saria: https://t.co/xSNIUFgC9k via @YouTube',0.3333333333333333,0.6666666666666666
94,"b""RT @FourFourTweet: \xf0\x9f\x8f\x86 Germany's midfield options for the 2018 World Cup:\n\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mesut \xc3\x96zil\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Julian Draxler\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Marco Reus\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mario G\xc3\xb6tze\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Th\xe2\x80\xa6""",0.0,0.0
95,b'RT @BJCalvillo: \xe2\x80\x9cViolent video games are the cause of violence in youth\xe2\x80\x9d\n\nI mean I\xe2\x80\x99ve played Mario since I was a kid and never once jumped\xe2\x80\xa6',-0.55625,0.84375
96,b'RT @FootyAccums: The midfielders Germany are taking to the World Cup. \n\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mesut \xc3\x96zil\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Julian Draxler\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Marco Reus\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Mario G\xc3\xb6tze\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa Tho\xe2\x80\xa6',0.0,0.0
97,b'Mario Ressler mood. https://t.co/X9oxjVYtip',0.0,0.0
98,b'Call me a hype beast but Mario Badescu\xe2\x80\x99s skin care is life',0.0,0.0
99,b'@GermanMontero5 rebasa 150 mil seguidores en @Spotify  #Parte1RP #NewsletterParte1 https://t.co/zH9zIEUJjn https://t.co/QPdAShSzZJ',0.0,0.0
100,"b""I liked a @YouTube video https://t.co/ISJYMszhbu Game Theory: How DEADLY Is Super Mario's Bob-Omb?""",0.17777777777777773,0.6222222222222222
Overall Polarity for the Word Mario is: 0.077881
